Project Name,Proposal State,Round,Grant Category,Earmarks,Deliverable Checklist,Proposal Standing,OCEAN Requested,OCEAN Granted,Wallet Address,Vote URL,ipfsHash,Snapshot Batch Index,Snapshot Batch Index No,Voted Yes,Voted No
EU Regulations,Not Granted,3,Outreach,General,,,,,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmRNQBN8ojfqr5CwTLufJawnNd58pSv6B7tWuvA7YvmBqb,QmRNQBN8ojfqr5CwTLufJawnNd58pSv6B7tWuvA7YvmBqb,16,,9559,0
Amazon of AI,Not Granted,3,Build & Integrate,General,,,,,0x61B15998893cC746B46C08FEdEE13a0d1b33bBa9,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmRNQBN8ojfqr5CwTLufJawnNd58pSv6B7tWuvA7YvmBqb,QmRNQBN8ojfqr5CwTLufJawnNd58pSv6B7tWuvA7YvmBqb,15,,0,0
Resilient ML,Not Granted,3,Unleash Data,General,,,,,0x4D4290CBA904aBb4dFbc1568766bCD88e67Be391,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmRNQBN8ojfqr5CwTLufJawnNd58pSv6B7tWuvA7YvmBqb,QmRNQBN8ojfqr5CwTLufJawnNd58pSv6B7tWuvA7YvmBqb,10,,27535,0
Swipe AI,Funded,4,Build & Integrate,General,,Unreported,,6500,0x655efe6eb2021b8cefe22794d90293aec37bb325,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,1,,743070,0
DataUnion Foundation,Funded,4,Build & Integrate,General,"[x] [X] Mobile app is in review in the Google Play store:

Screenshot 2021-09-08 at 01.23.16



",Completed,,6500,0x655efe6eb2021b8cefe22794d90293aec37bb325,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,13,,188500,0
Green Light,Funded,4,Outreach,General,"[ ] [ ] This is currently being prepared, but took a lot more time, resources and effort as we ever could have imagined. This proposal will be updated after this process has led to first results.",In Progress,,6500,0x61B15998893cC746B46C08FEdEE13a0d1b33bBa9,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,2,,464037,0
Oort Digital Platform,Funded,4,Build & Integrate,General,,Unreported,,6500,0x3e0852Fe3254B3EB934f7c6d23a4EB8c4493451d,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,9,,283404,0
Coral Market,Funded,4,Build & Integrate,General,"[x] [x] Cloud Services for Storage and Hosting
- We’ve secured a partnership with Textile to host up to 250TB of data on Filecoin free of charge for up to 1.5 years. Project description here.
[x] [x] Development Bounties for Front-End Design, Back-End IDX database
- The OceanDAO grant directly supported mentorship for Google Summer of Code to work on front-end design and research for the back-end. Below are the deliverables for the GSoC Project:
- Kinshuk’s original GSoC project proposal for Decentralised storage of versioned BIDS datasets with IPFS, datalad and Ceramic
- The blog post outlining Kinshuk’s work this summer with Opscientia and his work for GSoC - DAO Community Spotlight: Kinshuk Kashyap - Decentralized storage of versioned BIDS datasets with IPFS, datalad and Ceramic
- Achintya’s original GSoC project proposal for Securing BIDS Neuroimaging Datasets Stored on Decentralized File Sharing Networks with Self-Sovereign DIDs and IPFS
- The blog post outlining Achintya’s work this summer with Opscientia and his work as Opscientia’s first Open Web Fellow (made possible by OceanDAO) - Opscientia Community Spotlight: Opscientia Open Web Fellowship. His work on the front-end is available here
[x] [x] User onboarding & testing
- We gathered user-research feedback from 5 scientists at the OHBM Brainhack. From this, we validated current pain points around academia and data. We gathered initial feedback on our Data Wallet proof-of-concept and sourced questions and comments to flesh out our FAQ’s.
- Further to the OHBM hackathon we carried out user-research in the community and have gathered 12 responses which have validated pain points, levels of understanding, and feedback on our vision. This further helped us to generate our FAQ’s and generate high-level user-requirements for the Opsciverse.
",Completed,,6500,0x33359285f30e7b3386de70ca500f4fe27853765b,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,6,,32103,0
Papers,Funded,4,Build & Integrate,General,,Unreported,,6500,0xb821a211957e317af957b28e7292b27a8f9a3b73,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,7,,34235,0
Posthuman AI,Funded,4,Build & Integrate,General,"[x] [*][ 20th April : Production-ready Rinkeby deployment, capable of handling concurrent request efficiently - invitation for community testing. [Posthuman v0.3]
As promised, with this round we bring to the Ocean community our first public-facing implementation of Zero-Knowledge Model usage on the Rinkeby network. We’ve published two assets:
-DistilGPT2 Model Parameters, for use in ZK-state using C2D [https://market.oceanprotocol.com/asset/did:op:aa82a24d62de1eB817c2173fff8B8c12d7b1Bbf9]
-Self contained inference algorithm, tested for data leakage
[https://market.oceanprotocol.com/asset/did:op:aa82a24d62de1eB817c2173fff8B8c12d7b1Bbf9]
[x] [*] 30th April : Partner with various AI companies for demo, onboard for launch, give advanced credits.
We exposed the public facing models for community testing for the first time. As AI models are non-deterministic, each inference request will result in 5 new, unique completions by the AI of a paragraph from wikipedia. We will be adding all the other algorithms as assets shortly for more complete testing.
Using these, users can get a feel for the power of Zero-Knowledge Model marketplaces on Ocean, without writing any code. One can perform inference and be certain that the same model asset was used to provide inference (verifiability), without being aware of the model parameters.
Other deliverables are longer term (6-12 month) dev objectives, as explained in the scope of the grant. We delivered by progressing each deliverable.",Completed,,6500,0x21e06646433954aabace8e3d93d502e423249299,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,12,,36016,0
Resilient ML,Funded,4,Unleash Data,General,"Qualifier: We understood these proposals at the time as a bigger structure that would have a long term engagement horizon - with multiple stages. In order to show the community our long term roadmap we outlined a 5-month horizon with deliverables in stages. Thus one funded grant addresses some portion of this roadmap.
[x] In Round 4 we identified how to access the raw data in different news sources (which each have their own format), and scoped architecture of our machine learning pipeline. This included:
[x] 1. Best method to scrape websites using Beautiful Soup and Selenium in python.
[x] 2. Best way to merge data munging techniques that were proprietarily developed (punctuation and numbers processing, letter casing, stemming, stopword list compilation and stopword removal, identification of word compounds and low-frequency words) with standard Python packages for scraping websites, such as BeautifulSoup. We designed and implemented a data template in JSON and pickle form for ease of access to accommodate different types of features (n-grams, sentiment signals, dependency graphs, grammar trees).
[x] 3. Held discussions with engineers to identify hosting service and data uploading scheduler.
[x] 4. Manually compiled and hosted our initial dataset on Polygon on 16th April 2021 with manual weekly updates through April and May. This dataset contained articles on five assets (BTC, ETH, LTC, XRP, TRX) obtained from Cryptodaily and Cryptoslate and spanning the years 2017-2021.",Completed,,6500,0x4D4290CBA904aBb4dFbc1568766bCD88e67Be391,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,8,,42976,0
Project Coral,Funded,4,Outreach,General,"[x] [x] Conference Workshops & Seminars
Our team has presented at multiple conferences and hackathons, including the International Neuroinformatics Coordinating Facility Conference and the Organization for Human Brain Mapping.
As part of this, we have conducted user research on token economies and the pain points for researchers working with cloud computing workflows. This information will help us perform user requirement design as we finalise our architecture for an application to support Decentralised Scientific Workflows.
[x] [x] Training & Development
The OceanDAO grant enabled us as a team to take part in Kernel Block III.
Below are the deliverables for training and development:
- Opscientia were chosen as one of the top projects to present in the Final Showcase.
- We have also summarised our incredible experience in a blog.
[x] [x] Google Summer of Code Project
The OceanDAO grant directly supported mentorship for Google Summer of Code to work on open-source projects at the intersection of Open Science and Web 3.0.
Below are the deliverables for the GSoC Project:
- Kinshuk’s original GSoC project proposal for Decentralised storage of versioned BIDS datasets with IPFS, datalad and Ceramic
- The blog post outlining Kinshuk’s work this summer with Opscientia and his work for GSoC - DAO Community Spotlight: Kinshuk Kashyap - Decentralized storage of versioned BIDS datasets with IPFS, datalad and Ceramic
- Achintya’s original GSoC project proposal for Securing BIDS Neuroimaging Datasets Stored on Decentralized File Sharing Networks with Self-Sovereign DIDs and IPFS
- The blog post outlining Achintya’s work this summer with Opscientia and his work as Opscientia’s first Open Web Fellow (made possible by OceanDAO) - Opscientia Community Spotlight: Opscientia Open Web Fellowship
[x] [x] Hackathon Spree
OceanDAO has helped us take part in multiple hackathons over the summer and this has resulted in Opscientia being rewarded for our work and helping spotlight the importance of open science to the wider Web3 and scientific communities.
- The team took part in the ETHGlobal Web3Weekend hackathon to build a proof-of-concept of our Data Wallet. The next steps include building out the minimum viable product for scientists to use and test by the end of 2021.
- Our blog post outlining our experience at the ETHGlobal Web3Weekend hackathon - Opscientia DAO Wins Multiple Awards at the EthGlobal Hackathon
- The team also took part in the OHBM Brainhack 2021. Our GitHub issue explains our submission in greater detail
- We gathered user-research feedback from 5 scientists at the OHBM Brainhack. From this, we validated current pain points around academia and data. We gathered initial feedback on our Data Wallet proof-of-concept and sourced questions and comments to flesh out our FAQ’s.
[x] [x] Corporate partnerships with Neuroinformatics Consortia and to support the development of open-source toolkits for the neuroscience community
- Our partnership over the summer with Google’s GSoC was a success.
- We are continuing this work by drafting best practices for reproducible science and publishing the methods of how Web3 will help accelerate the improvement of those practices. This is an ongoing process and will help us develop functional, and user-first tools for scientists.
[x] [x] Survey and quantitative metrics regarding attitudes toward the Data Economy, Ocean Academy, and Web 3.0
- Further to the OHBM hackathon we carried out user-research in the community and have gathered 12 responses which have validated pain points, levels of understanding, and feedback on our vision. This further helped us to generate our FAQ’s and generate high-level user-requirements for the Opsciverse.
[x] [x] Providing initial liquidity to publish the first neuroimaging dataset pool and applications for compute-to-data
- This work is ongoing and initial steps have been taken to publish BIDS Apps and Shady’s brain  on the gaia-x testnet.
[x] [x] Content creation
- We have launched our blog page, please check it out to see what we are up to.
- Walkthrough tutorials have been published on git-annex, DataLad and IPFS:
- Demo: using git-annex with IPFS special remote
- How to setup datalad with IPFS as remote storage
- Our Dao Halls are now recorded and made available on our Youtube channel. Check out our latest one here. If you watch until the end you can hear Sarah’s candid review of it.
",Completed,,6500,0x33359285f30e7b3386de70ca500f4fe27853765b,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,11,,54673,0
RugPullIndex,Funded,4,Build & Integrate,General,"[x] [x] We pledge to convert the received funds to USDC upon arrival to minimize our exposure risk and maximize our predictable length of operation.
[x] [x] We want to improve the performance graph by allowing users to choose their currency base (e.g., BTC, USD, EUR). (We’ve added a new currency pair (OCEAN/USD) and consider this task to be done.)
[x] [x] We want to show that investing in rugpullindex is superior to picking assets at random.
[x] [x] We want to allow users to compare different data set’s prices in a graph.
[x] [x] We’re closely monitoring layer 2 data markets, and we’re eager to track their assets too.
[x] [x] Improved the TOP 25 ranking by adding additional data (blog post).
[x] [x] Improved the page’s download speed (blog post).
[x] [x] Improved the crawler’s reliability (blog post).
[x] [x] shipped and open-sourced a performance-optimized SVG line chart library that we’re now using in production (github.com/TimDaub/svg-line-chart ).
[x] [x] reached out to developers multiple times with different stories:
    [x] [x] “How I maintained my side project on Easter with Termux”
    [x] [x] “Saving Gas on the Ethereum Mainnet”
    [x] [x] “Can Sleepminting Ruin NFT Provenance?” (I was featured in this week’s “week in Ethereum” newsletter
",Completed,,6500,0xbd85278343fa47d599f42548d85084f57f6cb41d,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,3,,86964,0
deltaDAO,Funded,4,Outreach,General,"[x] [X] We deployed our live app at https://market.delta-dao.com/
[x] [X] We have open-sourced our complete code: https://github.com/deltaDAO/Ocean-Market 1
",Completed,,6500,0x2da922CBeB06c377741a51dDc85c735429Bc2965,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,10,,188722,0
Ocean Dashboard,Funded,4,Build & Integrate,General,,Unreported,,6500,0x97072299584503B7F9ae9A48CbcD30C0Ae2274A2,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,5,,150261,0
SecondLook,Not Granted,4,Build & Integrate,General,,,,6500,0xb720883cb0e6FF8e9978c91009e3a49F09a13047,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,14,,587,0
The Currents Project,Not Granted,4,Unleash Data,General,,,,6500,0xbb397e3F90a5aB8daFd9D8b4E949546537A9d8fb,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,QmYdPQ59SBTV5MbyQZ2AGrEWYBe2jaqDhydM9xWhz6LAsX,4,,600,0
Project Coral,Funded,5,Outreach,Outreach,"[x] [x] Conference Workshops & Seminars
Our team has presented at multiple conferences and hackathons, including the International Neuroinformatics Coordinating Facility Conference and the Organization for Human Brain Mapping.
As part of this, we have conducted user research on token economies and the pain points for researchers working with cloud computing workflows. This information will help us perform user requirement design as we finalise our architecture for an application to support Decentralised Scientific Workflows.
[x] [x] Training & Development
The OceanDAO grant enabled us as a team to take part in Kernel Block III.
Below are the deliverables for training and development:
- Opscientia were chosen as one of the top projects to present in the Final Showcase.
- We have also summarised our incredible experience in a blog.
[x] [x] Google Summer of Code Project
The OceanDAO grant directly supported mentorship for Google Summer of Code to work on open-source projects at the intersection of Open Science and Web 3.0.
Below are the deliverables for the GSoC Project:
- Kinshuk’s original GSoC project proposal for Decentralised storage of versioned BIDS datasets with IPFS, datalad and Ceramic
- The blog post outlining Kinshuk’s work this summer with Opscientia and his work for GSoC - DAO Community Spotlight: Kinshuk Kashyap - Decentralized storage of versioned BIDS datasets with IPFS, datalad and Ceramic
- Achintya’s original GSoC project proposal for Securing BIDS Neuroimaging Datasets Stored on Decentralized File Sharing Networks with Self-Sovereign DIDs and IPFS
- The blog post outlining Achintya’s work this summer with Opscientia and his work as Opscientia’s first Open Web Fellow (made possible by OceanDAO) - Opscientia Community Spotlight: Opscientia Open Web Fellowship
[x] [x] Hackathon Spree
OceanDAO has helped us take part in multiple hackathons over the summer and this has resulted in Opscientia being rewarded for our work and helping spotlight the importance of open science to the wider Web3 and scientific communities.
- The team took part in the ETHGlobal Web3Weekend hackathon to build a proof-of-concept of our Data Wallet. The next steps include building out the minimum viable product for scientists to use and test by the end of 2021.
- Our blog post outlining our experience at the ETHGlobal Web3Weekend hackathon - Opscientia DAO Wins Multiple Awards at the EthGlobal Hackathon
- The team also took part in the OHBM Brainhack 2021. Our GitHub issue explains our submission in greater detail
- We gathered user-research feedback from 5 scientists at the OHBM Brainhack. From this, we validated current pain points around academia and data. We gathered initial feedback on our Data Wallet proof-of-concept and sourced questions and comments to flesh out our FAQ’s.
[x] [x] Corporate partnerships with Neuroinformatics Consortia and to support the development of open-source toolkits for the neuroscience community
- Our partnership over the summer with Google’s GSoC was a success.
- We are continuing this work by drafting best practices for reproducible science and publishing the methods of how Web3 will help accelerate the improvement of those practices. This is an ongoing process and will help us develop functional, and user-first tools for scientists.
[x] [x] Survey and quantitative metrics regarding attitudes toward the Data Economy, Ocean Academy, and Web 3.0
- Further to the OHBM hackathon we carried out user-research in the community and have gathered 12 responses which have validated pain points, levels of understanding, and feedback on our vision. This further helped us to generate our FAQ’s and generate high-level user-requirements for the Opsciverse.
[x] [x] Providing initial liquidity to publish the first neuroimaging dataset pool and applications for compute-to-data
- This work is ongoing and initial steps have been taken to publish BIDS Apps and Shady’s brain  on the gaia-x testnet.
[x] [x] Content creation
- We have launched our blog page, please check it out to see what we are up to.
- Walkthrough tutorials have been published on git-annex, DataLad and IPFS:
- Demo: using git-annex with IPFS special remote
- How to setup datalad with IPFS as remote storage
- Our Dao Halls are now recorded and made available on our Youtube channel. Check out our latest one here. If you watch until the end you can hear Sarah’s candid review of it.
",Completed,,7500,0x33359285f30e7b3386de70ca500f4fe27853765b,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmSqZmovPa597i2LdFB8eEVqu8LRK9XuQBf49MhhAFdiBQ,QmSqZmovPa597i2LdFB8eEVqu8LRK9XuQBf49MhhAFdiBQ,,,666716,500
DeFi Pulse for Datatokens,Not Granted,5,Build & Integrate,General,,,,7500,0xbb397e3F90a5aB8daFd9D8b4E949546537A9d8fb,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmTQnbVS9i6fa9b1cV93KEJ9riUTdmyDXPmopC9yrUheZG,QmTQnbVS9i6fa9b1cV93KEJ9riUTdmyDXPmopC9yrUheZG,,,43398,0
AI Synthetic Data Generation,Not Granted,5,Unleash Data,General,,,,7500,0xb720883cb0e6FF8e9978c91009e3a49F09a13047,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmVyPo566SRodxKNSrznrCsMvHrbLn88QwDxpGyM33iH67,QmVyPo566SRodxKNSrznrCsMvHrbLn88QwDxpGyM33iH67,,,73687,500
DataUnion Foundation,Funded,5,Build & Integrate,General,[x] [X] Annotation feature v1 available - see https://alpha.dataunion.app/annotate,Completed,,7500,0x655efe6eb2021b8cefe22794d90293aec37bb325,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmcNpiuPrvk6QWDx344FU7qjZYasM93aBJ6H2QnsafydMm,QmcNpiuPrvk6QWDx344FU7qjZYasM93aBJ6H2QnsafydMm,,,1014809,500
deltaDAO,Funded,5,Outreach,Outreach,"[x] [X] Results have been delivered an open repository: https://github.com/deltaDAO/Ocean-Protocol-Use-Cases
[x] [X] Results have been shared on Twitter, LinkedIn, Telegram and Discord and we’ll continue to do so, please see: https://twitter.com/deltaDAO and https://www.linkedin.com/company/deltadao
[x] [x] Results have been shared with Gaia-X community and will be shared with INATBA and Bundesblock. Furthermore we shared the results in the EU Public Consultation on the upcoming Data Act.
[x] [X] The results can be commented on, reused and improved by the community and we’ll share the deck and templates with anybody interested in the creation of their own use cases. It was also represented in the OceanDAO Townhall.
",Completed,,7500,0x2da922CBeB06c377741a51dDc85c735429Bc2965,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmR8zuyKNUk1MJtQBeTmCVEkuhBLPt2pgNxj8QgW5xJQ5r,QmR8zuyKNUk1MJtQBeTmCVEkuhBLPt2pgNxj8QgW5xJQ5r,,,962031,0
Posthuman AI,Rejected,5,Build & Integrate,General,,Completed,,7500,0x21e06646433954aabace8e3d93d502e423249299,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmcHbwN7iMzYwrfrHBvSwa3dQiKGuaYjA38aYebayA2kej,QmcHbwN7iMzYwrfrHBvSwa3dQiKGuaYjA38aYebayA2kej,,,0,0
VideoWiki,Not Granted,5,Build & Integrate,General,"Round 5: Not Granted - Optimization of the user journey to sign the transactions involved in the OCEAN marketplace listing. Launching the Classroom, and onboarding Class records to Market.
[x] Status - Completed, despite not being funded. Live at Class.Video.Wiki
Class records can be auto split with AI, post processed and pushed to marketplace",Completed,,7500,0x3fcb6d40d237844902204a4718db47034e0d0929,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmcibtsLHWuGVWugsaooKRDV8Zx5M1auAFRv1f8YsrSb8L,QmcibtsLHWuGVWugsaooKRDV8Zx5M1auAFRv1f8YsrSb8L,,,52023,29998
RugPullIndex,Funded,5,Build & Integrate,General,"[x] [x] We want to improve the website’s user experience by, e.g., allowing different currency bases, comparing data sets,… ( We’ve added a new currency pair (OCEAN/USD) and consider this task to be done.)
[x] [x] We want to integrate other marketplaces (e.g., Big Data Protocol) and L2 solutions (e.g., Polygon) upon impact on our index ranking.
[x] [x] We want to do SEO.
[x] [x] We want to maintain the project by, e.g., moving from Aquarius to the OP subgraph.
[x] [x] We want to continue working towards launching an ERC-20 token to allow investors to gain diversified exposure to the best data assets on Ocean Protocol.
[x] [x] We published a blog post on:
[x] [x] the project’s monetization strategy
[x] [x] how insightful plausible.io’s web analytics are.
[x] [x] why we’re starting to research rollups.
[x] [x] where we’re at with our research for scalability and rollups.
[x] [x] We added Big Data Protocol assets into the index (post)
[x] [x] We released a public API
[x] [x] We’ve started open sourcing components on our GitHub organization
[x] [x] We’ve started doing business development research in collaboration with ﻿Unknown﻿
",Completed,,7500,0x005241438cAF3eaCb05bB6543151f7AF894C5B58,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmQvFzquuCRbNesQtuHKJ5Z5JqgCN8WbE8BHjXyquukgm6,QmQvFzquuCRbNesQtuHKJ5Z5JqgCN8WbE8BHjXyquukgm6,,,1235214,500
Ocean Missions,Funded,5,Outreach,Outreach,"This project has been complete. Findings from our research can be found here:
[x] Go To Market Analysis for Data Markets & Data Brokers on Ocean Protocol 2
[x] How to identify buyers for your datasets using Ocean’s Data Markets 1
[x] 4 New Ocean DAO Projects that Build Upon our Research Findings 1
[x] Useful resources for future Ocean Data Brokers & Markets 1
[x] 7 lessons Web3 data markets can learn from the Web2 data economy 1
",Completed,,7500,0xB1A549920b38b2F7C80443b49B5A75DB3A4Cd5F5,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmRD6RX87LyLDcJkCh4eqUau95394DRL1eQY9znRPByJrB,QmRD6RX87LyLDcJkCh4eqUau95394DRL1eQY9znRPByJrB,,,922417,1470
Resilient ML,Funded,5,Unleash Data,General,"In this round, we focussed on automation of the steps using a robust cloud infrastructure identified in round 4, as well as worked on academic papers utilising our methodology. Working on academic papers is important as they are subject to strict peer review procedures to ensure quality, which gives confidence in the way we process our datasets, as well as proves and increases their utility and market value.
[x] 1. Improved and extended python code for automatic scraping of the websites (Cryptodaily, Cryptoslate), and extended the news sources (Coindesk), and set of assets and news topics covered from 5 to 23.
[x] 2. Developed storage solution in Box to automatically construct and store weekly dataset updates.
[x] 3. Finished 2 academic papers and started 1 – all of which included the dataset published on the Ocean Market.
- Sentiment model paper sent to peer review: (https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3742063). Once paper is accepted we will write a Medium article providing an executive summary of the paper and data utilised (note review process is 6-12 months).
- Published paper in PloS ONE, utilising sentiment data f or COVID-19, which will be available on the Ocean Market as a future dataset. (https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0253381)
- Submitted an invited executive summary of the COVID-19 paper to a journal in the pharmaceutical community to increase awareness for NLP usages and the data economy.
[x] 4. Started academic paper on utilising price and technology factors at different time scales to forecast market sentiment (submitted for review).
[x] 5. Presented the On-Chain analytics paper to Women in Data Science Conference in London (2021), raising awareness on blockchain technologies and the data economy.
[x] 6. Posted on LinkedIn to increase awareness of our work and promote the data economy.
[x] 7. Monthly summary of dataset growth:
Start: 2017 – end of April 2021: 13127107 tokens
end of May 2021: 13463311 tokens
end of June 2021: 13627931 tokens
end of July 2021: 13760124 tokens
middle of August 2021: 13830419 tokens",Completed,,7500,0x4D4290CBA904aBb4dFbc1568766bCD88e67Be391,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmVe6Bk1dq4r9uAgRyANdFrYhF8d2S7UajqACb3USMBehU,QmVe6Bk1dq4r9uAgRyANdFrYhF8d2S7UajqACb3USMBehU,,,982232,500
Resilient ML,Funded,5,Outreach,Outreach,"[x] [X] 1. Developed entire syllabus for 3 certificates - basic/intermediate/advanced that we shared with Ocean Protocol Foundation (OPF), and Ocean Academy. Topics were tailored to Ocean applications.
[x] [X] 2. This proposal was presented to Ocean academy and OPF for consideration of a joint venture - declined.
[x] [X] 3. Proposal was rewritten in form of labs/tutorial/hackathons utilising same style of content, but restructured in delivery mode required by OPF, and presented again - declined.
[x] [X] 4. Developed 2 intermediate level courses on topics which were:
- Feature extraction using kernel methods. Notes preparation for Course 1 on kernel methods took 500 hours. This included ~50 pages of maths and latex notes, R worked examples, Shiny apps, and accompanying video.
- Text pre-processing for NLP models. Notes preparation for course 2 took ~50 hours. This included ~30 slides, R + Python code, ~10 pages of Latex notes, and a video. The presented applications included methodologies and datasets consistent with those ResilientML have been selling on Polygon marketplace on Ocean. Course materials, code, videos will be sold on Polygon for 100 USD fixed cost. Upload date is expected to be 1st Sep 2021.
",Completed,,7500,0x4D4290CBA904aBb4dFbc1568766bCD88e67Be391,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmSTxsCdULxkoVM1fwHfu1aArWT1QFcCLCGEiR9pfYa6Lk,QmSTxsCdULxkoVM1fwHfu1aArWT1QFcCLCGEiR9pfYa6Lk,,,1014276,500
roto.life ,Not Granted,5,Build & Integrate,General,,,,7500,0x4B46AA204A9f39e35C62cb7b14Bccc282972bb25,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmYAvijMaoKRXjLAb7PjmR9wykvERXqUmVkcTKML13f3aw,QmYAvijMaoKRXjLAb7PjmR9wykvERXqUmVkcTKML13f3aw,,,17549,21367
Evotegra,Funded,5,Unleash Data,General,"We delivered 6 of 6 classes while switching one class from bus to train/tram/metro with actually twice as much annotations than promised.
We are going to update the EVO/2MP/TRFC/DE/200K dataset with the classes:
[x] [X] cars
[x] [X] bicycles
[x] [X] motocycles
[x] [X] trucks
[x] [-SWITCHED] bus
[x] [X] people
+
[x] [X] train/tram/metro
with at least 500000 new AI validates instances.
[x] [X] 989911",Completed,7500,7500,0xf88bD9c3F81f7148E4076bBB8b2e2B0951A8cE38,https://vote.oceanprotocol.com/#/officialoceandao.eth/proposal/QmYfu1RucmhZkTbChuy5KDVV3z4WpDgGyiWeUV69sc4GZz,QmYfu1RucmhZkTbChuy5KDVV3z4WpDgGyiWeUV69sc4GZz,,,1135926,0
