,address,balance,Vote,Round,Project Name,Proposal State,Grant Category,Earmarks,OCEAN Granted
10,0xb720883cb0e6FF8e9978c91009e3a49F09a13047,587.0,Yes,5,DataUnion Foundation,Funded,Build & Integrate,General,7500.0
11,0xd76dB3264b6b3E44AA9086Be25D876e4a73712f8,5987.257295931,Yes,5,DataUnion Foundation,Funded,Build & Integrate,General,7500.0
12,0x8D75eE3E590EB8Fc233dAa6496157C5410484Ac0,7023.38,Yes,5,DataUnion Foundation,Funded,Build & Integrate,General,7500.0
13,0x61B15998893cC746B46C08FEdEE13a0d1b33bBa9,16672.5288338593,Yes,5,DataUnion Foundation,Funded,Build & Integrate,General,7500.0
14,0xf88bD9c3F81f7148E4076bBB8b2e2B0951A8cE38,36552.8788360024,Yes,5,DataUnion Foundation,Funded,Build & Integrate,General,7500.0
15,0x01d5595949fdbE521fbC39EaF09192dfFB3bFc17,28576.286,Yes,5,DataUnion Foundation,Funded,Build & Integrate,General,7500.0
16,0x67B69C822553FE57d8B7E354af4f540c4e8963c9,26365.77006754,Yes,5,DataUnion Foundation,Funded,Build & Integrate,General,7500.0
17,0xbAea22E6a84Fd68B4fdd548Ff08953006c0D1a1a,21346.3827149658,Yes,5,DataUnion Foundation,Funded,Build & Integrate,General,7500.0
18,0x570f7066bd0A0fdf4d66E7c8dfF562434d1e1789,19300.739,Yes,5,DataUnion Foundation,Funded,Build & Integrate,General,7500.0
19,0x4D4290CBA904aBb4dFbc1568766bCD88e67Be391,12500.0,Yes,5,DataUnion Foundation,Funded,Build & Integrate,General,7500.0
20,0x2da922CBeB06c377741a51dDc85c735429Bc2965,9123.408375071,Yes,5,DataUnion Foundation,Funded,Build & Integrate,General,7500.0
21,0xCe7BE31f48205C48A91A84E777a66252Bba87F0b,189132.483860266,Yes,5,DataUnion Foundation,Funded,Build & Integrate,General,7500.0
22,0xC6C9D802bC16d8746AAfCAc4781F9a8d442D585D,34.6274419268145,Yes,5,DataUnion Foundation,Funded,Build & Integrate,General,7500.0
23,0xcA3b7E1312Ad020C058eF4942e3f33fFe6fD7b5c,13764.1857439214,Yes,5,DataUnion Foundation,Funded,Build & Integrate,General,7500.0
24,0x15b5359fd05A37ba6546AaCabe92D9354aD18D07,208.227302432759,Yes,5,DataUnion Foundation,Funded,Build & Integrate,General,7500.0
25,0x12BD31628075C20919BA838b89F414241b8c4869,281386.636137817,Yes,5,DataUnion Foundation,Funded,Build & Integrate,General,7500.0
0,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,20598.2881600585,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
1,0xB121b3DdaA9af45Df9878C855079F8A78eea9772,11434.1,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
2,0x362CfE20851584DF00a670b2c8460A3aafD35839,40000.0,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
3,0x06Fbe5d776905ea91899b273e4b663ADF58597eB,3274.14106220068,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
4,0xB1A549920b38b2F7C80443b49B5A75DB3A4Cd5F5,614.83,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
5,0xba8765802198e5c19F2BA8fe9b0dA2B225927AAf,12000.0001653932,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
6,0x2102fbdb989Ad103DFd0D110E639A8abe0e148fF,10206.3251978274,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
7,0xE411e7726452CEB6aCC593126962Adf893D2b1A6,4837.77267202795,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
8,0xb720883cb0e6FF8e9978c91009e3a49F09a13047,587.0,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
9,0x01d5595949fdbE521fbC39EaF09192dfFB3bFc17,28576.286,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
10,0xf88bD9c3F81f7148E4076bBB8b2e2B0951A8cE38,36552.8788360024,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
11,0x61B15998893cC746B46C08FEdEE13a0d1b33bBa9,16672.5288338593,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
12,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,241633.787597554,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
13,0xD896038c67EC4273aF33059f4b980a01587fd7BC,93748.0757836409,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
14,0x33359285F30E7B3386dE70ca500F4fe27853765B,25000.0002170598,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
15,0x2da922CBeB06c377741a51dDc85c735429Bc2965,9123.408375071,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
16,0xA95cCef9561842495E7538d0dD97cE1ABF0a5242,50000.0,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
17,0x096b4d5776D44CAE05880e0703C9958b08B11F39,50000.0,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
18,0xFc2400FBF265f1fFbE319C7949f58a9a3D388B96,50000.0,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
19,0xa377b5AF83fF07387d8f5c9ffAc55C9c2d507755,50000.0,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
20,0x1EC1CcEF3e1735bdA3F4BA698e8a524AA7c93274,4497.87,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
21,0xC6C9D802bC16d8746AAfCAc4781F9a8d442D585D,34.6274419268145,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
22,0xf3a7ACf685c737B632Ffe4265BB9094C25cF8Ac4,536.381784547345,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
23,0x1Daf0b27e0F54a235abb5D52D276033394Eb8F49,567.796675444989,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
24,0x6b0e3F389e97eE7d1Ac658699f8Da8CdEF8dC160,1500.0,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
25,0x87E4B99cE07073594AdDA44338705BA1Ab674cbD,34.7114424153176,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
26,0xd36021060157B1Ba387630C91bE45A087CF9AC58,100000.0,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
27,0x7032C3E45d14FbdC93Df98b6e871b3FE4Dae7827,100000.0,Yes,5,deltaDAO,Funded,Outreach,Outreach,7500.0
0,0xba8765802198e5c19F2BA8fe9b0dA2B225927AAf,12000.0001653932,Yes,5,VideoWiki,Not Granted,Build & Integrate,General,7500.0
1,0x33359285F30E7B3386dE70ca500F4fe27853765B,25000.0002170598,No,5,VideoWiki,Not Granted,Build & Integrate,General,7500.0
2,0xbb397e3F90a5aB8daFd9D8b4E949546537A9d8fb,500.0,No,5,VideoWiki,Not Granted,Build & Integrate,General,7500.0
3,0xb821A211957E317aF957b28e7292b27a8f9A3b73,6029.71868635384,Yes,5,VideoWiki,Not Granted,Build & Integrate,General,7500.0
4,0xe151E8BE121864EDDB83E7D0484b87596cAD2fA5,970.0,Yes,5,VideoWiki,Not Granted,Build & Integrate,General,7500.0
5,0x48E13Ab513A0d26f921707ad4F38989e2C587f25,688.707206305359,Yes,5,VideoWiki,Not Granted,Build & Integrate,General,7500.0
6,0x42a19cd756651A488f1899157c45Af929bf3695F,32000.0,Yes,5,VideoWiki,Not Granted,Build & Integrate,General,7500.0
7,0xeBD4FDE1283f05744e105412E77A1A42053A6F88,300.0,Yes,5,VideoWiki,Not Granted,Build & Integrate,General,7500.0
8,0x1EC1CcEF3e1735bdA3F4BA698e8a524AA7c93274,4497.87,No,5,VideoWiki,Not Granted,Build & Integrate,General,7500.0
9,0xC6C9D802bC16d8746AAfCAc4781F9a8d442D585D,34.6274419268145,Yes,5,VideoWiki,Not Granted,Build & Integrate,General,7500.0
0,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,20598.2881600585,Yes,5,RugPullIndex,Funded,Build & Integrate,General,7500.0
1,0x362CfE20851584DF00a670b2c8460A3aafD35839,40000.0,Yes,5,RugPullIndex,Funded,Build & Integrate,General,7500.0
2,0x33359285F30E7B3386dE70ca500F4fe27853765B,25000.0002170598,Yes,5,RugPullIndex,Funded,Build & Integrate,General,7500.0
3,0xba8765802198e5c19F2BA8fe9b0dA2B225927AAf,12000.0001653932,Yes,5,RugPullIndex,Funded,Build & Integrate,General,7500.0
4,0xbb397e3F90a5aB8daFd9D8b4E949546537A9d8fb,500.0,No,5,RugPullIndex,Funded,Build & Integrate,General,7500.0
5,0x2BcA3836741FE09f690ca7F1EDfCED65968D57C3,33532.8,Yes,5,RugPullIndex,Funded,Build & Integrate,General,7500.0
6,0xB39EC688A27B14436e9F15A693Da8605A3D0269D,350000.00024091,Yes,5,RugPullIndex,Funded,Build & Integrate,General,7500.0
7,0xCbD2c001A4450b4dAD7920951bcFd7a328fEAEa6,450000.0,Yes,5,RugPullIndex,Funded,Build & Integrate,General,7500.0
8,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,241633.787597554,Yes,5,RugPullIndex,Funded,Build & Integrate,General,7500.0
9,0xAC1eF6882E050DE9B97071e0CB4fa6F734A3B139,29353.5077261418,Yes,5,RugPullIndex,Funded,Build & Integrate,General,7500.0
10,0x1EC1CcEF3e1735bdA3F4BA698e8a524AA7c93274,4497.87,Yes,5,RugPullIndex,Funded,Build & Integrate,General,7500.0
11,0x21e06646433954AaBaCE8E3d93d502e423249299,9038.02676142514,Yes,5,RugPullIndex,Funded,Build & Integrate,General,7500.0
12,0xC6C9D802bC16d8746AAfCAc4781F9a8d442D585D,34.6274419268145,Yes,5,RugPullIndex,Funded,Build & Integrate,General,7500.0
13,0x9EfB7616da129a998C82EBefac9DB467dD841F03,19490.64585074,Yes,5,RugPullIndex,Funded,Build & Integrate,General,7500.0
14,0x87E4B99cE07073594AdDA44338705BA1Ab674cbD,34.7114424153176,Yes,5,RugPullIndex,Funded,Build & Integrate,General,7500.0
0,0xB121b3DdaA9af45Df9878C855079F8A78eea9772,11434.1,Yes,5,Ocean Missions,Funded,Outreach,Outreach,7500.0
1,0x362CfE20851584DF00a670b2c8460A3aafD35839,40000.0,Yes,5,Ocean Missions,Funded,Outreach,Outreach,7500.0
2,0xB1A549920b38b2F7C80443b49B5A75DB3A4Cd5F5,614.83,Yes,5,Ocean Missions,Funded,Outreach,Outreach,7500.0
3,0xba8765802198e5c19F2BA8fe9b0dA2B225927AAf,12000.0001653932,Yes,5,Ocean Missions,Funded,Outreach,Outreach,7500.0
4,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,20598.2881600585,Yes,5,Ocean Missions,Funded,Outreach,Outreach,7500.0
5,0xbb397e3F90a5aB8daFd9D8b4E949546537A9d8fb,500.0,No,5,Ocean Missions,Funded,Outreach,Outreach,7500.0
6,0x591c9C5bf95E2264cac458D02855684a4A3bF32c,6062.25965,Yes,5,Ocean Missions,Funded,Outreach,Outreach,7500.0
7,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,241633.787597554,Yes,5,Ocean Missions,Funded,Outreach,Outreach,7500.0
8,0xe151E8BE121864EDDB83E7D0484b87596cAD2fA5,970.0,No,5,Ocean Missions,Funded,Outreach,Outreach,7500.0
9,0x1EC1CcEF3e1735bdA3F4BA698e8a524AA7c93274,4497.87,Yes,5,Ocean Missions,Funded,Outreach,Outreach,7500.0
10,0x61B15998893cC746B46C08FEdEE13a0d1b33bBa9,16672.5288338593,Yes,5,Ocean Missions,Funded,Outreach,Outreach,7500.0
11,0xf88bD9c3F81f7148E4076bBB8b2e2B0951A8cE38,36552.8788360024,Yes,5,Ocean Missions,Funded,Outreach,Outreach,7500.0
12,0x01d5595949fdbE521fbC39EaF09192dfFB3bFc17,28576.286,Yes,5,Ocean Missions,Funded,Outreach,Outreach,7500.0
13,0xCe7BE31f48205C48A91A84E777a66252Bba87F0b,189132.483860266,Yes,5,Ocean Missions,Funded,Outreach,Outreach,7500.0
14,0x12BD31628075C20919BA838b89F414241b8c4869,281386.636137817,Yes,5,Ocean Missions,Funded,Outreach,Outreach,7500.0
15,0xcA3b7E1312Ad020C058eF4942e3f33fFe6fD7b5c,13764.1857439214,Yes,5,Ocean Missions,Funded,Outreach,Outreach,7500.0
16,0x9EfB7616da129a998C82EBefac9DB467dD841F03,19490.64585074,Yes,5,Ocean Missions,Funded,Outreach,Outreach,7500.0
0,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,20598.2881600585,Yes,5,Resilient ML,Funded,Unleash Data,General,7500.0
1,0x362CfE20851584DF00a670b2c8460A3aafD35839,40000.0,Yes,5,Resilient ML,Funded,Unleash Data,General,7500.0
2,0xba8765802198e5c19F2BA8fe9b0dA2B225927AAf,12000.0001653932,Yes,5,Resilient ML,Funded,Unleash Data,General,7500.0
3,0xbb397e3F90a5aB8daFd9D8b4E949546537A9d8fb,500.0,No,5,Resilient ML,Funded,Unleash Data,General,7500.0
4,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,241633.787597554,Yes,5,Resilient ML,Funded,Unleash Data,General,7500.0
5,0x4D4290CBA904aBb4dFbc1568766bCD88e67Be391,12500.0,Yes,5,Resilient ML,Funded,Unleash Data,General,7500.0
6,0x570f7066bd0A0fdf4d66E7c8dfF562434d1e1789,19300.739,Yes,5,Resilient ML,Funded,Unleash Data,General,7500.0
7,0xAC1eF6882E050DE9B97071e0CB4fa6F734A3B139,29353.5077261418,Yes,5,Resilient ML,Funded,Unleash Data,General,7500.0
8,0x5b520E99129194105c465230D3Cb6C9E4B172147,593275.6,Yes,5,Resilient ML,Funded,Unleash Data,General,7500.0
9,0x1EC1CcEF3e1735bdA3F4BA698e8a524AA7c93274,4497.87,Yes,5,Resilient ML,Funded,Unleash Data,General,7500.0
10,0x21e06646433954AaBaCE8E3d93d502e423249299,9038.02676142514,Yes,5,Resilient ML,Funded,Unleash Data,General,7500.0
11,0xC6C9D802bC16d8746AAfCAc4781F9a8d442D585D,34.6274419268145,Yes,5,Resilient ML,Funded,Unleash Data,General,7500.0
0,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,20598.2881600585,Yes,5,Resilient ML,Funded,Outreach,Outreach,7500.0
1,0x362CfE20851584DF00a670b2c8460A3aafD35839,40000.0,Yes,5,Resilient ML,Funded,Outreach,Outreach,7500.0
2,0xB1A549920b38b2F7C80443b49B5A75DB3A4Cd5F5,614.83,Yes,5,Resilient ML,Funded,Outreach,Outreach,7500.0
3,0x33359285F30E7B3386dE70ca500F4fe27853765B,25000.0002170598,Yes,5,Resilient ML,Funded,Outreach,Outreach,7500.0
4,0xbb397e3F90a5aB8daFd9D8b4E949546537A9d8fb,500.0,No,5,Resilient ML,Funded,Outreach,Outreach,7500.0
5,0xb720883cb0e6FF8e9978c91009e3a49F09a13047,587.0,Yes,5,Resilient ML,Funded,Outreach,Outreach,7500.0
6,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,241633.787597554,Yes,5,Resilient ML,Funded,Outreach,Outreach,7500.0
7,0xCeaAD86848Dc118337b97eD7a0Fdba36Da6f03D4,5820.25499206874,Yes,5,Resilient ML,Funded,Outreach,Outreach,7500.0
8,0x601cDcA0cF80A750CB7aB33C3bdf1662463023C3,21.0474127733829,Yes,5,Resilient ML,Funded,Outreach,Outreach,7500.0
9,0x570f7066bd0A0fdf4d66E7c8dfF562434d1e1789,19300.739,Yes,5,Resilient ML,Funded,Outreach,Outreach,7500.0
10,0x4D4290CBA904aBb4dFbc1568766bCD88e67Be391,12500.0,Yes,5,Resilient ML,Funded,Outreach,Outreach,7500.0
11,0xAC1eF6882E050DE9B97071e0CB4fa6F734A3B139,29353.5077261418,Yes,5,Resilient ML,Funded,Outreach,Outreach,7500.0
12,0x5b520E99129194105c465230D3Cb6C9E4B172147,593275.6,Yes,5,Resilient ML,Funded,Outreach,Outreach,7500.0
13,0x1EC1CcEF3e1735bdA3F4BA698e8a524AA7c93274,4497.87,Yes,5,Resilient ML,Funded,Outreach,Outreach,7500.0
14,0x21e06646433954AaBaCE8E3d93d502e423249299,9038.02676142514,Yes,5,Resilient ML,Funded,Outreach,Outreach,7500.0
15,0xC6C9D802bC16d8746AAfCAc4781F9a8d442D585D,34.6274419268145,Yes,5,Resilient ML,Funded,Outreach,Outreach,7500.0
16,0xba8765802198e5c19F2BA8fe9b0dA2B225927AAf,12000.0001653932,Yes,5,Resilient ML,Funded,Outreach,Outreach,7500.0
0,0xba8765802198e5c19F2BA8fe9b0dA2B225927AAf,12000.0001653932,Yes,5,roto.life ,Not Granted,Build & Integrate,General,7500.0
1,0xbb397e3F90a5aB8daFd9D8b4E949546537A9d8fb,500.0,Yes,5,roto.life ,Not Granted,Build & Integrate,General,7500.0
2,0x4B46AA204A9f39e35C62cb7b14Bccc282972bb25,516.657537516708,Yes,5,roto.life ,Not Granted,Build & Integrate,General,7500.0
3,0xbAea22E6a84Fd68B4fdd548Ff08953006c0D1a1a,21346.3827149658,No,5,roto.life ,Not Granted,Build & Integrate,General,7500.0
4,0x1EC1CcEF3e1735bdA3F4BA698e8a524AA7c93274,4497.87,Yes,5,roto.life ,Not Granted,Build & Integrate,General,7500.0
5,0x601cDcA0cF80A750CB7aB33C3bdf1662463023C3,21.0474127733829,No,5,roto.life ,Not Granted,Build & Integrate,General,7500.0
6,0xC6C9D802bC16d8746AAfCAc4781F9a8d442D585D,34.6274419268145,Yes,5,roto.life ,Not Granted,Build & Integrate,General,7500.0
0,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,20598.2881600585,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
1,0xB121b3DdaA9af45Df9878C855079F8A78eea9772,11434.1,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
2,0x362CfE20851584DF00a670b2c8460A3aafD35839,40000.0,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
3,0x06Fbe5d776905ea91899b273e4b663ADF58597eB,3274.14106220068,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
4,0xba8765802198e5c19F2BA8fe9b0dA2B225927AAf,12000.0001653932,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
5,0x2102fbdb989Ad103DFd0D110E639A8abe0e148fF,10206.3251978274,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
6,0xE411e7726452CEB6aCC593126962Adf893D2b1A6,4837.77267202795,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
7,0xbb397e3F90a5aB8daFd9D8b4E949546537A9d8fb,500.0,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
8,0xb720883cb0e6FF8e9978c91009e3a49F09a13047,587.0,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
9,0x61B15998893cC746B46C08FEdEE13a0d1b33bBa9,16672.5288338593,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
10,0xf88bD9c3F81f7148E4076bBB8b2e2B0951A8cE38,36552.8788360024,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
11,0x01d5595949fdbE521fbC39EaF09192dfFB3bFc17,28576.286,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
12,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,241633.787597554,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
13,0x67B69C822553FE57d8B7E354af4f540c4e8963c9,26365.77006754,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
14,0x33359285F30E7B3386dE70ca500F4fe27853765B,25000.0002170598,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
15,0x601cDcA0cF80A750CB7aB33C3bdf1662463023C3,21.0474127733829,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
16,0xbAea22E6a84Fd68B4fdd548Ff08953006c0D1a1a,21346.3827149658,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
17,0xAC1eF6882E050DE9B97071e0CB4fa6F734A3B139,29353.5077261418,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
18,0x5b520E99129194105c465230D3Cb6C9E4B172147,593275.6,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
19,0x2da922CBeB06c377741a51dDc85c735429Bc2965,9123.408375071,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
20,0x1EC1CcEF3e1735bdA3F4BA698e8a524AA7c93274,4497.87,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
21,0xC6C9D802bC16d8746AAfCAc4781F9a8d442D585D,34.6274419268145,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
22,0x87E4B99cE07073594AdDA44338705BA1Ab674cbD,34.7114424153176,Yes,5,Evotegra,Funded,Unleash Data,General,7500.0
0,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,20598.2881600585,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
1,0xB121b3DdaA9af45Df9878C855079F8A78eea9772,11434.1,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
2,0x362CfE20851584DF00a670b2c8460A3aafD35839,40000.0,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
3,0xba8765802198e5c19F2BA8fe9b0dA2B225927AAf,12000.0001653932,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
4,0x5bA017cC1093292238CD4C7B204AA33082463544,1550.60326382167,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
5,0xbb397e3F90a5aB8daFd9D8b4E949546537A9d8fb,500.0,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
6,0xf88bD9c3F81f7148E4076bBB8b2e2B0951A8cE38,36552.8788360024,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
7,0x01d5595949fdbE521fbC39EaF09192dfFB3bFc17,28576.286,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
8,0x06Fbe5d776905ea91899b273e4b663ADF58597eB,3274.14106220068,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
9,0xe6E3459bA0d70699F54464cc4b5d273810E7EC7B,500.0,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
10,0x2da922CBeB06c377741a51dDc85c735429Bc2965,9123.408375071,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
11,0xA95cCef9561842495E7538d0dD97cE1ABF0a5242,50000.0,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
12,0x096b4d5776D44CAE05880e0703C9958b08B11F39,50000.0,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
13,0xFc2400FBF265f1fFbE319C7949f58a9a3D388B96,50000.0,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
14,0xa377b5AF83fF07387d8f5c9ffAc55C9c2d507755,50000.0,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
15,0x1EC1CcEF3e1735bdA3F4BA698e8a524AA7c93274,4497.87,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
16,0xeA13bF673e8837F742c0D4C35733f0E7F6522760,84170.3255823225,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
17,0x61B15998893cC746B46C08FEdEE13a0d1b33bBa9,16672.5288338593,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
18,0xbD1eF9F9c500aa2828b918a769B03F18C3d5545f,32681.7417084043,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
19,0x12BD31628075C20919BA838b89F414241b8c4869,281386.636137817,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
20,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,241633.787597554,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
21,0x33359285F30E7B3386dE70ca500F4fe27853765B,25000.0002170598,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
22,0xAC1eF6882E050DE9B97071e0CB4fa6F734A3B139,29353.5077261418,Yes,5,Ocean Pearl,Funded,DAO,Outreach,7500.0
0,0x64FD8887CB254A198458D756d38cC24a1b05B778,883.739836721512,Yes,5,Ocean Vantage,Not Granted,Build & Integrate,General,7500.0
1,0xba8765802198e5c19F2BA8fe9b0dA2B225927AAf,12000.0001653932,Yes,5,Ocean Vantage,Not Granted,Build & Integrate,General,7500.0
2,0x33359285F30E7B3386dE70ca500F4fe27853765B,25000.0002170598,Yes,5,Ocean Vantage,Not Granted,Build & Integrate,General,7500.0
3,0xbb397e3F90a5aB8daFd9D8b4E949546537A9d8fb,500.0,Yes,5,Ocean Vantage,Not Granted,Build & Integrate,General,7500.0
4,0x67B69C822553FE57d8B7E354af4f540c4e8963c9,26365.77006754,Yes,5,Ocean Vantage,Not Granted,Build & Integrate,General,7500.0
5,0x1EC1CcEF3e1735bdA3F4BA698e8a524AA7c93274,4497.87,Yes,5,Ocean Vantage,Not Granted,Build & Integrate,General,7500.0
6,0xC6C9D802bC16d8746AAfCAc4781F9a8d442D585D,34.6274419268145,Yes,5,Ocean Vantage,Not Granted,Build & Integrate,General,7500.0
7,0x9EfB7616da129a998C82EBefac9DB467dD841F03,19490.64585074,Yes,5,Ocean Vantage,Not Granted,Build & Integrate,General,7500.0
0,0x21e06646433954AaBaCE8E3d93d502e423249299,9038.02676142514,Yes,5,Posthuman AI,Funded,Build & Integrate,General,7500.0
1,0xba8765802198e5c19F2BA8fe9b0dA2B225927AAf,12000.0001653932,Yes,5,Posthuman AI,Funded,Build & Integrate,General,7500.0
2,0xbb397e3F90a5aB8daFd9D8b4E949546537A9d8fb,500.0,No,5,Posthuman AI,Funded,Build & Integrate,General,7500.0
3,0x601cDcA0cF80A750CB7aB33C3bdf1662463023C3,21.0474127733829,Yes,5,Posthuman AI,Funded,Build & Integrate,General,7500.0
4,0xAC1eF6882E050DE9B97071e0CB4fa6F734A3B139,29353.5077261418,Yes,5,Posthuman AI,Funded,Build & Integrate,General,7500.0
5,0x5b520E99129194105c465230D3Cb6C9E4B172147,593275.6,Yes,5,Posthuman AI,Funded,Build & Integrate,General,7500.0
6,0x1EC1CcEF3e1735bdA3F4BA698e8a524AA7c93274,4497.87,Yes,5,Posthuman AI,Funded,Build & Integrate,General,7500.0
7,0xC6C9D802bC16d8746AAfCAc4781F9a8d442D585D,34.6274419268145,Yes,5,Posthuman AI,Funded,Build & Integrate,General,7500.0
8,0x9EfB7616da129a998C82EBefac9DB467dD841F03,19490.64585074,Yes,5,Posthuman AI,Funded,Build & Integrate,General,7500.0
0,0xB121b3DdaA9af45Df9878C855079F8A78eea9772,11434.1,Yes,5,The Pelican,Not Granted,Outreach,Outreach,7500.0
1,0x06Fbe5d776905ea91899b273e4b663ADF58597eB,3274.14106220068,Yes,5,The Pelican,Not Granted,Outreach,Outreach,7500.0
2,0xba8765802198e5c19F2BA8fe9b0dA2B225927AAf,12000.0001653932,Yes,5,The Pelican,Not Granted,Outreach,Outreach,7500.0
3,0x33359285F30E7B3386dE70ca500F4fe27853765B,25000.0002170598,Yes,5,The Pelican,Not Granted,Outreach,Outreach,7500.0
4,0x01e66950353400E93AEe7F041C0303103E2ef5Ab,20598.2881600585,Yes,5,The Pelican,Not Granted,Outreach,Outreach,7500.0
5,0xbb397e3F90a5aB8daFd9D8b4E949546537A9d8fb,500.0,Yes,5,The Pelican,Not Granted,Outreach,Outreach,7500.0
6,0x591c9C5bf95E2264cac458D02855684a4A3bF32c,6062.25965,Yes,5,The Pelican,Not Granted,Outreach,Outreach,7500.0
7,0x655eFe6Eb2021b8CEfE22794d90293aeC37bb325,241633.787597554,Yes,5,The Pelican,Not Granted,Outreach,Outreach,7500.0
8,0x67B69C822553FE57d8B7E354af4f540c4e8963c9,26365.77006754,Yes,5,The Pelican,Not Granted,Outreach,Outreach,7500.0
9,0x77A6B981f8Be856E1670bE732Df657350d8Ff0e3,7631.22817364863,Yes,5,The Pelican,Not Granted,Outreach,Outreach,7500.0
